Filename	Reason(s)
NV148648	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18054.9316) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18178.0879) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17356.1562) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17387.8008) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17285.5625) is an outlier (IQR method)
NV244121	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16366.6689) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (16453.7227) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16152.4346) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16208.3564) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16187.2979) is an outlier (IQR method)
NV576364	0_SWIR max (65535.0000) is an outlier (IQR method)
NV713160	4_Blue max (65535.0000) is an outlier (IQR method)
NV784196	1_NIR max (42608.0000) is an outlier (IQR method); 2_Red max (41368.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
NW362246	DEM min is suspiciously low: -32768.00; 1_NIR max (14815.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NW888073	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (22683.2324) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (23846.7793) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (21027.4941) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (21024.2168) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20639.1738) is an outlier (IQR method)
NW899061	1_NIR min (4139.0000) is an outlier (IQR method); 1_NIR max (37654.0000) is an outlier (IQR method); 2_Red min (1975.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NW901494	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (198.1711) is an outlier (IQR method)
NX144935	5_CloudMask max (0.0000) is an outlier (IQR method)
NX439162	4_Blue max (65535.0000) is an outlier (IQR method)
NX518731	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (14025.9746) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (14316.9990) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (14004.9727) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (40721.0000) is an outlier (IQR method); 3_Green std (14087.0410) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (14110.4131) is an outlier (IQR method)
NX519273	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (48816.0000) is an outlier (IQR method); 0_SWIR std (21752.4922) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (22801.0781) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (20620.6699) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (20659.0254) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20277.1074) is an outlier (IQR method)
NX607993	0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (4363.5024) is an outlier (IQR method); 3_Green max (43201.0000) is an outlier (IQR method); 3_Green std (3736.7512) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (8021.2549) is an outlier (IQR method)
NY263450	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (13160.3486) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (13058.0684) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (12967.8965) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (12965.7939) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (12941.2383) is an outlier (IQR method)
NY285796	1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NY951921	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21056.3965) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20888.1289) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19703.1387) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19658.2031) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19481.7656) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (506.0238) is an outlier (IQR method)
NZ182713	5_CloudMask max (0.0000) is an outlier (IQR method)
NZ957111	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (8819.8711) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65454.0000) is an outlier (IQR method); 2_Red std (7606.7085) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (8079.9229) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (12017.6865) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
OA615655	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (14110.7256) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (14269.1758) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (13954.5381) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (14005.4287) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (13933.0752) is an outlier (IQR method)
OA828658	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16969.7344) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17038.8633) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16793.6719) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16894.3438) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16947.7305) is an outlier (IQR method)
OB407696	4_Blue max (65535.0000) is an outlier (IQR method)
OB486559	DEM min is suspiciously low: -32768.00; 1_NIR max (13836.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (16303.8779) is an outlier (IQR method)
OB515978	1_NIR min (3295.0000) is an outlier (IQR method); 2_Red min (141.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OB779299	6_DEM std (141.3517) is an outlier (IQR method)
OB793802	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
OC110821	4_Blue max (65535.0000) is an outlier (IQR method)
OC327575	0_SWIR max (45612.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (61202.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (60232.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (56006.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (53158.0000) is an outlier (IQR method)
OC435940	1_NIR min (2833.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OC647579	0_SWIR min (6234.0000) is an outlier (IQR method); 1_NIR min (1430.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OC684037	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19967.9277) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20567.7676) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18722.6699) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18743.3301) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18524.7090) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (514.1021) is an outlier (IQR method)
OC949884	0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR max (40186.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
OD248770	1_NIR min (2565.0000) is an outlier (IQR method); 2_Red min (82.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OD359870	1_NIR min (1492.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OD442640	1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (51633.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (53026.0000) is an outlier (IQR method); 2_Red std (4196.7197) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (50656.0000) is an outlier (IQR method); 3_Green std (3878.3975) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (50200.0000) is an outlier (IQR method)
OD473719	1_NIR min (2635.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OD651499	DEM min is suspiciously low: -32768.00; 1_NIR max (14229.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
OD746036	5_CloudMask max (0.0000) is an outlier (IQR method)
OE117978	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (142.9473) is an outlier (IQR method)
OE254127	5_CloudMask max (0.0000) is an outlier (IQR method)
OE858119	1_NIR min (2657.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
OE926927	0_SWIR min (7726.0000) is an outlier (IQR method)
OF152727	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (19075.5957) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19074.7617) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18340.2539) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18445.4648) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18381.6250) is an outlier (IQR method)
OF164387	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18698.7188) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (19026.6348) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18326.0098) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18357.0645) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18242.0957) is an outlier (IQR method)
OF218323	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16469.4629) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (16527.4961) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16382.5498) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16474.9844) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16508.7305) is an outlier (IQR method)
OF437456	1_NIR max (65535.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (4776.7432) is an outlier (IQR method); 3_Green max (62275.0000) is an outlier (IQR method); 3_Green std (4184.5435) is an outlier (IQR method)
OF506145	0_SWIR max (40493.0000) is an outlier (IQR method); 1_NIR max (40389.0000) is an outlier (IQR method)
OF567965	5_CloudMask max (0.0000) is an outlier (IQR method)
OF827712	DEM min is suspiciously low: -32768.00; 1_NIR max (13174.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
OF879779	4_Blue max (65535.0000) is an outlier (IQR method)
OG198023	0_SWIR max (43183.0000) is an outlier (IQR method); 1_NIR max (47073.0000) is an outlier (IQR method); 2_Red max (41434.0000) is an outlier (IQR method)
OG315651	4_Blue max (65535.0000) is an outlier (IQR method)
OG762002	5_CloudMask max (0.0000) is an outlier (IQR method)
OH659951	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20320.0977) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (12449.0000) is an outlier (IQR method); 1_NIR std (20247.3008) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20264.6934) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20382.1562) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20497.6523) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
OI115208	4_Blue max (65535.0000) is an outlier (IQR method)
OI290305	4_Blue max (65535.0000) is an outlier (IQR method)
OK277961	5_CloudMask max (0.0000) is an outlier (IQR method)
OK293319	DEM min is suspiciously low: -32768.00; 0_SWIR max (9839.0000) is an outlier (IQR method); 1_NIR max (9686.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (9671.4805) is an outlier (IQR method)
OK359413	4_Blue max (65535.0000) is an outlier (IQR method)
OK923062	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17852.0156) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17995.5898) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17372.5625) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17434.8965) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17339.8086) is an outlier (IQR method)
